gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,Degree40,Closeness40,Cluster.coeff40,color40,Degree50,Closeness50,Cluster.coeff50,color50,Degree65,Closeness65,Cluster.coeff65,color65,Degree70,Closeness70,Cluster.coeff70,Degree85,Closeness85,Cluster.coeff85,color85,Degree90,Closeness90,Cluster.coeff90,color90,Betweenness85,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YPL265W,S000006186,DIP5,1827,amino acid transport,amino acid transporter activity,plasma membrane,0,1022,0.5338406,0.08402606,brown,390,0.4625795,0.075275196,grey,54,0.2873007,0.075471698,grey,18,0.2255316,0.06535948,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,1.33,-1.12,1.03,0.52,0.42,-0.32,-0.02,0.27,0.33,0.03,0.03,-0.4,-0.34,0.06,-0.25,0.2,-0.22,NA,-0.38,-1.65,-1.22,-1.7,-1.46,-1.28,-0.23,0.82,0.56,0.91,1.99,-0.11,-0.89,-0.16,-0.13,-0.28,0.75,-0.04,0.08,0.2,-0.04,-0.04,0.29,0.2,0.14
YPL266W,S000006187,DIM1,957,rRNA modification,rRNA (adenine-N6N6-)-dimethyltransferase activity,nucleolus,1,2002,0.5712041,0.12044877,turquoise,1232,0.5060104,0.114589817,turquoise,450,0.338315,0.115981193,turquoise,282,0.2962589,0.11710961,6,0.18238504,0.06666667,grey,NA,NA,NA,NA,4.59E+02,-0.36,0.29,0,-0.47,-0.43,-0.01,-0.1,0.35,0.08,0.33,-0.05,0.05,-0.05,0.17,0.24,-0.08,0.36,0.54,-0.61,0.14,0.21,-0.09,0.21,0.24,0.26,0.3,0.03,0.18,-0.15,-0.24,-0.77,-0.35,-0.25,0.22,0.87,0.86,0.35,0.16,-0.1,0,-0.01,-0.44,-0.53,-0.01
YPL267W,S000006188,NA,630,NA,NA,NA,0,1142,0.538151,0.09900063,yellow,644,0.4715802,0.107700704,brown,270,0.303528,0.124659232,blue,190,0.2435749,0.13389028,32,0.4964539,0.08669355,turquoise,8,0.369863,0,grey,3.02E+02,1.99,-0.54,-1.12,1.37,1.17,0.17,-0.51,-0.2,-0.59,-0.72,-0.45,0.85,1,0.41,-0.27,-0.32,-0.51,0.22,NA,0.82,1.94,0.88,-0.81,-0.3,-0.95,-1.77,-1.2,0.68,1.37,0.33,-0.32,-0.66,0,0.04,0.81,0.49,0.64,0.49,0.09,0.24,0.09,-0.32,-1.25,-0.35
YPL269W,S000006190,KAR9,1935,nuclear migration (sensu Fungi),NA,shmoo tip,0,584,0.5177369,0.07183557,red,170,0.4347212,0.069683258,yellow,4,0.2418213,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.03,-0.58,-0.25,-0.35,0.1,0.09,0.36,0.07,-0.1,-0.58,-0.61,-0.04,0.3,0.3,0.17,0.32,0.64,NA,-0.31,-0.69,-0.51,0.28,0.25,-0.08,-0.82,-0.31,-1.51,-0.21,0.83,NA,-0.22,-0.15,0.09,0.12,0.33,0.22,0.35,0.1,-0.13,0.09,-0.15,-0.44,-0.19
YPL272C,S000006193,NA,1554,NA,NA,NA,0,808,0.5259766,0.10204032,blue,244,0.440467,0.106557377,blue,14,0.2646307,0.054945055,grey,6,0.1960104,0.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,0.86,-0.21,0.31,-0.05,-0.04,-0.11,0.22,NA,0.04,-0.12,0.07,0.01,-0.19,-0.11,-0.09,0.12,0.37,-0.83,-1.12,-0.07,0.66,0.66,0.11,0.92,0.84,0.82,0.89,0.09,-0.43,-0.46,-0.56,0.1,0.4,0,0.21,0.25,0.07,0,-0.02,0.06,0.04,-0.05,-0.06
YPL273W,S000006194,SAM4,978,sulfur amino acid metabolism,homocysteine S-methyltransferase activity,cytoplasm,0,1856,0.5652297,0.09348511,turquoise,932,0.5029556,0.089900564,turquoise,240,0.3388213,0.089016736,brown,140,0.2810676,0.08674203,2,0.2,0,grey,NA,NA,NA,NA,0.00E+00,-0.34,-0.01,0.17,0.03,-0.21,0.17,-0.28,0.1,-0.3,0.08,-0.18,0.21,-0.08,0.35,0.29,-0.06,0.16,-0.03,-0.58,-0.08,0.18,-0.04,-0.22,-0.47,-0.19,-0.23,0,0.54,0.29,NA,-0.97,-0.65,-0.33,0.01,0.31,0.59,0.06,0.17,0.3,0.46,-0.01,0.14,-0.08,0.01
YPL274W,S000006195,SAM3,1764,S-adenosylmethionine transport,S-adenosylmethionine transporter activity,plasma membrane,0,676,0.521382,0.0951304,blue,180,0.4292154,0.078274364,purple,8,0.2480312,0.142857143,grey,2,0.2018689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,0.28,0.15,0.68,-0.14,-0.11,0.2,0.98,NA,0.06,-0.29,-0.17,-0.3,-0.43,-0.27,0.12,-0.01,-0.07,-0.81,-0.95,-0.74,0.61,0.9,0.31,0.08,0.02,0.11,-0.06,0.19,0.41,-0.75,-0.25,-0.46,0.12,-0.21,0.04,0.07,0.21,0.29,0.69,-0.18,0.12,0.28,0.02
YPL275W,S000006196,FDH2,711,formate catabolism,formate dehydrogenase activity,NA,0,212,0.4967702,0.07332558,grey,38,0.3598488,0.048364154,grey,6,0.1949933,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,-0.17,0.07,0.36,-0.44,0.1,-0.28,0.09,0.19,-0.2,-0.09,-0.28,-0.05,0.12,-0.14,0.12,-0.03,0.73,0.52,0.61,-0.88,0.05,0.61,0.18,0.18,0.18,0.3,0.24,-0.43,-0.34,-0.03,0.03,-0.34,0.15,-0.05,0.26,0.15,0.05,0.12,-0.01,-0.03,-0.3,-0.16,0.17
YPL277C,S000006198,NA,1464,NA,NA,membrane fraction,0,834,0.5269469,0.09836165,blue,314,0.4535042,0.099468875,blue,32,0.2749981,0.08266129,grey,6,0.2184224,0.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.22,0.19,0.24,NA,0,-0.08,0.24,0,0.18,-0.1,-0.38,0.13,0.1,-0.1,-0.1,-0.29,-0.06,1.48,-0.27,0.68,0.87,0.09,-0.08,-0.27,-1.49,-0.08,-0.76,-0.17,-0.17,-0.08,-0.17,0.1,0.04,0.06,-0.21,0.17,0.06,-0.15,-0.04,-0.08,0.12,0.04,0.14
YPL279C,S000006200,NA,1128,NA,NA,NA,0,460,0.5122326,0.08978877,pink,102,0.4011838,0.070860027,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,-0.22,0.09,0.01,NA,NA,-0.17,0.23,-0.17,0.12,0.2,NA,-0.01,0.65,-0.38,0.15,-0.31,NA,-0.65,-0.03,-0.05,0.07,0.19,0.4,0.04,0.21,-0.12,0.03,-0.08,0.13,0.27,-0.28,-0.17,0.17,0.2,0.21,0.61,0.06,-0.19,-0.12,0.25,-0.17,-0.85,NA
YPL280W,S000006201,HSP32,714,NA,unfolded protein binding,NA,0,770,0.5241153,0.09652272,turquoise,250,0.4454221,0.082281124,purple,24,0.2753744,0.039855072,grey,6,0.2007379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.36,0.16,0.32,-0.23,NA,0.03,0.02,-0.16,-0.08,0.37,-0.39,0.12,0.11,NA,-0.18,-0.1,-0.08,1.67,0.16,-0.29,-0.08,NA,-0.54,-0.08,-1.22,-0.08,0.21,0.37,0.16,-0.02,0.23,0.13,0.05,0.19,0.19,-0.12,-0.35,-0.08,-0.15,-0.08,-0.25,-0.23,0.51
YPL281C,S000006202,ERR2,1314,NA,phosphopyruvate hydratase activity,NA,0,392,0.5094917,0.076635,grey,114,0.4061548,0.068622885,yellow,6,0.2241892,0,grey,2,0.1809225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.36,0.13,0.15,NA,0.05,0.03,0.32,0.09,0.09,-0.16,-0.01,-0.13,0.12,0.09,-0.11,-0.13,-0.16,0.01,0.72,0.29,-0.48,NA,-1.8,0.11,-0.1,NA,NA,1.01,-0.1,0.13,-0.08,0.15,0.39,0.08,0.26,0.37,-0.22,-0.18,-0.14,-0.04,-0.33,-0.26,-0.14
YPL283C,S000006204,YRF1-7,5728,telomerase-independent telomere maintenance,DNA helicase activity,nucleus,0,1182,0.5390941,0.08902232,yellow,522,0.4646218,0.093696914,brown,156,0.2990176,0.14433416,blue,98,0.2386484,0.14033242,14,0.41176471,0.12087912,grey,8,0.5714286,0.07142857,green,3.02E+01,0.32,0.15,-0.35,0.93,0.61,0.06,-0.24,-0.22,-0.62,-0.2,0.02,0.69,0.75,0.23,-0.08,-0.25,-0.25,-0.3,-0.24,0.03,0.58,-0.13,0,-0.55,-0.47,-0.39,-0.28,1.2,NA,-0.16,-1.02,-0.4,-0.11,0.14,0.22,0.31,0.06,0.17,0.26,0.16,-0.3,0.34,-0.02,0.2
YPR001W,S000006205,CIT3,1461,tricarboxylic acid cycle,citrate (Si)-synthase activity,mitochondrial matrix,0,374,0.5096865,0.0704506,grey,82,0.3936024,0.077687444,grey,2,0.1972337,0,grey,2,0.1531485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.26,0.05,0.1,0.05,NA,0.42,-0.06,0.1,0.34,NA,-0.39,-0.23,0.05,-0.46,0.17,-0.27,0.13,1.04,0.32,0.08,0.56,-0.05,-0.21,-0.21,0.62,0.56,-0.15,-0.38,0.21,-0.33,-0.45,-0.17,-0.53,-0.59,-0.62,-0.33,0.2,0.43,0.49,0.6,0.59,0.15,0.54
YPR002W,S000006206,PDH1,1551,propionate metabolism,NA,cytoplasm,0,684,0.52145,0.08232514,brown,202,0.4340135,0.083394907,black,16,0.2457926,0.058333333,grey,4,0.1987418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,0.1,-0.12,0.36,0.75,0.41,0.23,0.31,0.18,0.52,0,-0.17,-0.28,-0.22,-0.74,-0.25,-0.51,-0.04,0.93,-0.28,-0.2,0.11,-0.33,-0.78,-0.85,0.17,0.92,1.23,0.73,0.33,-1.7,-0.09,-0.46,-0.23,-0.22,-0.39,0.27,0.12,0.41,0.64,0.34,0.58,0.35,0.36
YPR003C,S000006207,NA,2265,NA,NA,endoplasmic reticulum,0,148,0.4893539,0.08034565,green,10,0.3374399,0.044444444,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,-0.27,-0.41,0.21,0.02,NA,0.21,0.25,0.03,0.15,0.31,-0.22,-0.14,-0.32,-0.07,-0.2,-0.12,0.13,0.05,-0.58,-0.02,0.04,-0.18,-0.15,-0.02,0.2,0.28,0.25,0.33,0.07,-0.5,-0.17,-0.42,0.91,-0.06,-0.18,-0.04,0.07,0.09,0.03,0.3,0.09,-0.22,0.07
YPR004C,S000006208,NA,1035,NA,electron carrier activity,mitochondrion,0,374,0.5078095,0.08017089,turquoise,88,0.3991416,0.057732497,grey,2,0.2233459,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,-1,-0.07,-0.14,-0.29,-0.25,0.41,0.53,-0.12,0.19,-0.29,-0.34,-0.4,0.02,0.27,0.15,0.18,-0.18,-0.17,-0.32,-0.36,0.15,0.43,0.21,0.05,-0.14,0.04,0.35,-0.09,0.14,-0.38,-0.24,-0.28,-0.2,-0.06,-0.09,0.27,0.07,0.2,0.27,0.23,0.09,0.03,0.09
YPR005C,S000006209,HAL1,885,positive regulation of transcription from Pol II promoter,NA,cytoplasm,0,784,0.5251477,0.07597023,yellow,242,0.4445803,0.06608141,grey,12,0.2536059,0.060606061,grey,8,0.2147975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,0.01,-0.08,0.04,NA,-0.14,NA,0.04,NA,-0.21,-0.21,NA,-0.26,NA,-0.2,NA,NA,0.36,0.36,-0.24,0.16,0.87,0.42,0.31,-0.02,-0.18,-0.33,-0.11,0.19,-0.15,-0.11,-0.68,-0.11,0.07,0.01,0.04,0.18,0.07,0.12,0.21,0.21,0.18,-0.17,-0.01
YPR006C,S000006210,ICL2,1728,propionate metabolism,methylisocitrate lyase activity,mitochondrial matrix,0,896,0.5292483,0.08125998,pink,382,0.4621519,0.067361999,grey,48,0.2880318,0.04787234,grey,14,0.2298185,0.03296703,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,0.26,-0.06,0.29,-0.21,0.28,-0.03,0.26,-0.01,0.01,-0.27,-0.18,-0.42,-0.13,-0.09,-0.44,-0.12,0.1,0.34,-0.13,0.19,0.47,0.42,0.03,-0.68,-0.14,0.13,0.32,0.16,-0.02,-1.6,-0.5,-0.8,-0.55,-0.95,-0.4,-0.08,0.5,0.9,0.99,0.6,0.87,0.57,0.45
YPR007C,S000006211,REC8,2043,meiosis,binding,condensed nuclear chromosome pericentric region,0,686,0.521314,0.09418399,blue,208,0.4279294,0.085005574,blue,20,0.256189,0.121052632,grey,4,0.1926684,0.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,-0.04,0.06,0.19,0.05,0.08,0.21,0.14,NA,-0.21,-0.21,-0.21,-0.19,-0.27,-0.41,NA,NA,0.89,1.26,0.35,0.97,0.22,0.66,-0.25,0.19,-0.09,-0.17,0.68,-0.05,-0.91,0.35,NA,0.1,0.31,0.43,0.31,0.26,-0.47,0.06,-0.13,0.1,-0.38,-0.65,-0.28
YPR012W,NA,NA,NA,NA,NA,NA,0,440,0.5117737,0.06839925,blue,80,0.4044296,0.061075949,grey,6,0.2087488,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,-0.2,NA,0.28,-0.32,0.17,-0.24,0.15,0,0.11,-0.15,-0.02,-0.07,-0.06,0.09,0.04,0.32,0.49,-0.1,0.17,-0.4,0.13,0.02,0.24,0.31,0.65,0.35,-0.06,-0.34,-0.17,-0.05,-0.05,-0.09,-0.01,-0.27,-0.29,-0.32,-0.01,0.63,0.23,-0.29,0.26,0.34,-0.07
YPR013C,S000006217,NA,954,NA,NA,NA,0,678,0.5207709,0.08497928,yellow,190,0.4403215,0.078251184,grey,10,0.261743,0.066666667,grey,2,0.2045534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.1,0.2,-0.16,-0.12,0.03,-0.1,0.2,-0.08,0.07,-0.04,-0.28,-0.12,-0.08,0.03,-0.26,0.1,0.76,0.2,-0.34,-0.63,-0.23,-0.55,-0.12,0.35,0.78,0.55,-0.19,-0.57,0.14,0.92,-0.58,-0.22,-0.22,0.04,0.04,0,0.12,0.15,0.12,-0.16,-0.05,-0.01,-0.14
YPR014C,NA,NA,NA,NA,NA,NA,0,944,0.5307937,0.08485136,blue,346,0.4560383,0.082600318,grey,36,0.280536,0.088888889,grey,14,0.2194175,0.06593407,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-0.3,0.3,-0.02,-0.2,0.14,0.23,0.08,-0.07,-0.07,-0.04,-0.39,-0.05,0.1,-0.07,0.1,-0.2,0.4,-0.4,-1.13,-1.13,-0.22,-0.06,-0.09,0.16,0.22,0.31,-0.13,-0.4,0.31,0.32,-0.08,0.11,-0.14,0,0.07,0.26,0.04,0.13,-0.04,-0.04,-0.29,-0.31,-0.04
YPR015C,S000006219,NA,744,NA,NA,NA,0,1022,0.5336981,0.10457688,blue,430,0.456559,0.107616415,blue,60,0.2848604,0.137288136,red,34,0.2352282,0.08912656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.21,-0.25,0.21,-0.05,0.18,0.44,-0.12,0.14,-0.15,0.05,-0.19,-0.23,-0.1,-0.1,-0.23,0,0.73,0.97,0.74,1.06,0.74,0.15,0.08,-0.21,-0.46,0.08,0.27,-0.21,-0.35,0.25,NA,-0.05,-0.13,0.15,0.19,0.07,-0.01,0.1,-0.24,-0.09,-0.05,-0.26,0.07
YPR016C,S000006220,TIF6,738,ribosomal large subunit biogenesis,NA,cytoplasm,1,1284,0.5428261,0.13122476,turquoise,568,0.4587061,0.139273915,turquoise,78,0.2939219,0.176823177,brown,20,0.2465799,0.17894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,0.39,0.36,-0.3,-0.38,0.01,-0.41,0.38,-0.07,0.03,-0.04,0.13,0.07,0.24,-0.19,-0.14,-0.19,0.66,-0.54,0.23,0.49,0.19,0.04,-0.11,0.03,-0.09,-0.12,0.65,0.08,-0.38,-0.57,-0.03,-0.29,0.24,0.16,0.51,0.05,0.07,-0.16,0.33,0,-0.16,-0.27,0.11
YPR018W,S000006222,RLF2,1821,nucleosome assembly,NA,nucleus,0,1262,0.5425315,0.08515366,yellow,612,0.4825631,0.082918819,brown,146,0.3026657,0.105715635,blue,68,0.2440402,0.11940299,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-1.43,-0.36,0.6,0.63,0.28,-0.05,-0.04,-0.42,-0.2,-0.18,0.15,0.3,0.21,-0.07,-0.04,-0.38,-0.09,0.63,0.87,2,1.05,-0.77,-0.46,-1.82,-1.86,-0.1,0.94,0.92,0.17,-1.01,-0.49,-0.12,0.17,0.33,0.24,0.4,0.1,0.34,0.33,-0.16,-0.14,0.02,0
YPR019W,S000006223,CDC54,2802,DNA replication initiation,chromatin binding,cytoplasm,1,670,0.5199584,0.08532673,grey,194,0.4319974,0.075530153,grey,26,0.2595114,0.107692308,grey,10,0.2100522,0.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,0.73,-0.31,0.18,0.01,-0.82,-1.01,-0.53,-0.5,0.35,0.7,0.56,0.66,0.07,-0.65,-0.04,0.01,0.5,-0.42,-0.57,0.08,-0.44,-0.36,-0.18,-0.15,0.56,0.63,0.97,0.48,-0.45,-0.39,-0.47,-0.65,0.05,-0.1,0.02,-0.15,0.39,0.12,0.53,-0.07,0.41,-0.2,0.48
YPR020W,S000006224,ATP20,348,ATP synthesis coupled proton transport,structural molecule activity,proton-transporting ATP synthase complex coupling factor F(o) (sensu Eukarya),0,726,0.5227451,0.08219626,grey,228,0.4438402,0.068552438,grey,16,0.2680184,0.033333333,grey,6,0.206002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,-0.47,0.38,0.17,0.23,-0.07,0.16,0.12,-0.15,0.13,-0.15,-0.1,-0.1,0.07,-0.19,-0.32,-0.02,-0.1,-0.44,-1.06,-0.61,-0.22,0.33,0.22,-0.09,0.13,0.23,0.63,0.15,-0.01,0.58,0.07,0.24,0.41,-0.03,0.11,0.09,-0.14,-0.03,-0.39,0.23,-0.3,-0.3,-0.53
YPR026W,S000006230,ATH1,3636,response to stress,alphaalpha-trehalase activity,vacuole (sensu Fungi),0,918,0.5300199,0.1132565,turquoise,240,0.4372403,0.115725244,turquoise,4,0.2515977,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.3,-0.14,0.32,NA,0.03,-0.21,0,-0.26,-0.02,-0.13,0.04,-0.21,0.03,0.23,0,-0.37,-0.17,1.48,-0.12,-0.12,-0.37,-0.07,-0.07,-0.05,0.24,-0.14,0.04,-0.14,-0.26,0.22,-0.04,0.05,0.47,-0.35,-0.39,-0.33,-0.51,0.48,0.24,-0.39,0.21,0.07,0.28
YPR028W,S000006232,YOP1,676,membrane organization and biogenesis,NA,membrane,0,940,0.5303714,0.08156935,red,328,0.4635984,0.06399642,pink,16,0.276573,0.066666667,grey,4,0.2073248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,-0.1,0.09,0.02,0.13,0.29,0.2,0.45,-0.04,0.07,-0.37,-0.04,-0.37,0.07,0.24,-0.22,0.13,-0.27,0.16,0.13,0.62,0.18,0.06,-0.32,-0.2,-0.08,-0.04,1.21,0.7,0.23,0.62,-0.39,-0.18,-0.24,-0.18,-0.35,-0.1,-0.08,0.22,-0.1,0.13,0.26,0.32,0.06
YPR030W,S000006234,CSR2,3366,cell wall organization and biogenesis,NA,nucleus,0,1726,0.560241,0.11731775,turquoise,850,0.4901336,0.117550059,turquoise,100,0.3119724,0.119191919,black,42,0.2678946,0.1068525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.09,0.13,0.31,NA,0.08,0.2,-0.16,0.17,-0.05,-0.27,-0.68,-0.01,-0.34,-0.29,-0.27,-0.1,0.54,0.97,-0.41,0.35,0.92,-0.01,-0.14,-0.33,0.05,-0.21,0.62,-0.11,-0.58,1.87,-0.03,0.02,-0.35,-0.51,-0.49,-0.46,-0.24,0.09,-0.37,-0.51,0.53,0.22,0.22
YPR031W,S000006235,NTO1,2247,NA,NA,cytoplasm,0,788,0.5245966,0.11747044,turquoise,214,0.4366197,0.123645299,yellow,2,0.2666569,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.03,-0.32,-0.18,-0.05,0.29,-0.01,0.33,-0.16,0.02,0.07,-0.16,0.06,0.17,0.12,-0.08,0.11,0.65,0.03,-0.49,0.43,0.95,0.87,0.84,0.15,0.38,0.32,0.32,0.29,0.57,-0.44,-0.33,-0.17,-0.15,0.38,0.56,0.06,0.3,0.11,0.4,-0.09,-0.17,-0.42,-0.02
YPR032W,S000006236,SRO7,3102,exocytosis,NA,plasma membrane,0,766,0.524184,0.11026468,blue,282,0.43892,0.114888569,green,10,0.2506401,0.044444444,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,-0.1,-0.07,-0.15,-0.53,0.01,0.02,0.29,0.13,0.2,-0.01,0.08,-0.05,0.53,-0.01,0.02,0.2,0.15,-0.1,-0.59,-0.53,0.13,0.36,0.56,0.24,0.73,0.77,0.25,-0.03,0.02,-0.06,-0.25,-0.37,-0.12,0.06,0.08,-0.1,0.18,0.43,0.02,0.02,0.23,-0.3,0.15
YPR033C,S000006237,HTS1,1641,histidyl-tRNA aminoacylation,histidine-tRNA ligase activity,cytoplasm,1,1628,0.5560345,0.10481751,turquoise,708,0.4872076,0.107080926,turquoise,136,0.32805,0.098474946,black,44,0.2697393,0.09302326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.39,0.3,0.18,0.05,0.05,-0.16,0.26,-0.21,0.14,-0.21,0.03,-0.05,0.01,0.09,-0.09,0.08,-0.02,-0.5,-0.22,0.1,0.06,0.04,-0.1,-0.05,-0.03,0.01,0.34,0.18,-0.06,-1.19,-0.38,-0.25,-0.38,0.39,0.47,-0.03,0.47,0.31,0.59,0.34,0.23,-0.72,0.16
YPR034W,S000006238,ARP7,1434,chromatin remodeling,general RNA polymerase II transcription factor activity,nucleus,1,924,0.5300199,0.09946157,turquoise,426,0.4581281,0.100657277,yellow,88,0.2969339,0.093521421,yellow,38,0.2405436,0.08677098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.04,-0.12,-0.25,-0.54,0.35,0.37,0.54,NA,0.05,-0.23,-0.18,-0.05,0.01,0.32,0.17,0.34,0.06,-0.26,-0.37,0.01,0.23,0.23,0.38,0.16,0.26,-0.06,-0.09,-0.27,0.13,-0.27,-0.42,-0.53,NA,0.06,0.12,-0.02,0.25,0.4,0.24,-0.4,0.38,0.31,-0.12
YPR035W,S000006239,GLN1,1113,nitrogen metabolism,glutamate-ammonia ligase activity,cytoplasm,1,850,0.5264613,0.11537172,turquoise,270,0.4408555,0.114801046,pink,6,0.2394711,0.133333333,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,0.4,0.72,0.73,0.02,-0.09,-0.14,0.23,-0.47,-0.45,-0.8,-0.35,0.02,0,0.14,-0.1,-0.2,0.04,-0.23,-0.14,0.21,-0.07,-0.16,-0.46,-0.48,-0.32,-0.16,0.77,0.53,-0.19,1.1,-0.25,-0.7,-0.18,-0.38,-0.17,-0.36,0.35,0.41,0.34,-0.56,0.04,0.25,0.1
YPR039W,NA,NA,NA,NA,NA,NA,0,912,0.5291782,0.09770688,blue,358,0.4546902,0.098164405,blue,48,0.2812767,0.116134752,grey,16,0.230323,0.11666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,-0.09,-0.09,0.12,-0.16,0.11,-0.05,0.22,-0.04,0.08,-0.1,-0.1,-0.07,-0.02,-0.21,-0.19,0.12,0.65,0.7,1.51,0.95,-0.05,0.53,0.57,0.19,-0.12,-1.05,NA,NA,-1.51,0.52,-0.14,-0.03,-0.45,0.34,0.27,-0.01,0.04,0.04,-0.05,0.06,-0.2,-0.22,-0.2
YPR041W,S000006245,TIF5,1218,regulation of translational initiation,translation initiation factor activity,cytosolic small ribosomal subunit (sensu Eukarya),1,1962,0.5694148,0.10587756,turquoise,1036,0.5065873,0.095795796,turquoise,180,0.339743,0.100558659,grey,78,0.2869701,0.08791209,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.08,0.19,-0.24,-0.24,0.08,0.06,0.38,-0.13,-0.02,0.06,0.15,-0.05,0.09,0.06,-0.05,0.13,-0.18,-0.72,0.03,0.32,0.03,0.17,-0.23,-0.07,-0.11,0.15,0.27,0.13,0.03,-0.95,-0.08,-0.17,0.23,0.58,0.4,0.27,0.21,0.03,0.12,-0.07,-0.02,-0.4,-0.15
YPR042C,S000006246,PUF2,3228,mRNA catabolism deadenylylation-dependent,mRNA binding,cytoplasm,0,318,0.5072298,0.07570978,yellow,58,0.3830827,0.068360557,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,-0.36,0.04,0.05,-0.29,0.18,-0.12,0.25,-0.16,0.07,-0.31,-0.01,-0.35,-0.16,0.21,-0.11,-0.02,-0.43,0.23,-0.16,-0.59,-0.41,0.33,0.36,0.3,0.13,0.19,0.24,-0.36,-0.18,0.49,-0.49,-0.13,0.5,0.06,-0.29,0.24,-0.24,0.17,0.15,-0.29,-0.13,-0.13,0.08
YPR043W,S000006247,RPL43A,682,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,1370,0.5463861,0.10471067,turquoise,676,0.4843163,0.109178172,turquoise,204,0.3102621,0.134308896,brown,130,0.266292,0.14180083,2,0.15314136,0,grey,NA,NA,NA,NA,0.00E+00,-0.42,0.07,0.02,-0.42,-0.11,-0.21,-0.11,0.24,-0.05,0.04,0.35,-0.07,-0.17,0.23,0.1,-0.07,0.18,0.1,-0.11,0.28,0.51,-0.09,0.18,-0.48,-0.33,-0.47,-0.59,1.36,0.13,-0.73,-0.86,-0.31,-0.29,0.11,0.3,0.3,0.37,0.36,-0.03,0.16,0.52,-0.16,-0.34,-0.11
YPR044C,NA,NA,NA,NA,NA,NA,0,1266,0.5426788,0.08867117,turquoise,628,0.4762982,0.088476112,turquoise,208,0.3171073,0.110971758,brown,112,0.2582403,0.1217825,8,0.25170068,0.07142857,grey,NA,NA,NA,NA,3.75E+01,-0.67,-0.03,0.25,-0.1,-0.13,-0.03,-0.25,0.16,-0.15,0.25,-0.21,0.21,-0.35,0.19,0.38,-0.03,0.36,-0.13,-0.58,-0.86,0.03,0.07,0.23,-0.49,-0.69,-0.29,-0.39,1.63,0.57,NA,-0.51,-0.43,0.15,0.04,0.12,0.11,0.07,0.14,0.26,0.26,0.16,-0.09,-0.06,-0.23
